city,lat,alt,avgTemp,avgPressure,precipitation,maxHumidity,minHumidity,utc
"TOKYO,Japan",0.198274930556,-0.491311642946,-0.166265650126,-0.0602893451801,0.525067227006,0.9372727273,0.4672727273,9.0
"JAKARTA,Indonesia",-0.0343025838889,-0.538560130814,0.778910133987,0.143577910411,-0.615155333475,0.9572727273,0.5454545455,7.0
"NewYork(NY),UnitedStates",0.226182131667,-0.545992968224,-0.329226992153,0.766786057555,-0.592789429337,0.7354545455,0.3163636364,-4.0
"SEOUL,SouthKorea",0.208702972222,-0.481412157683,-0.133673382079,-0.515952465016,-0.439736478072,0.7781818182,0.4172727273,9.0
"MANILA,Philippines",0.0811084022222,-0.550971135751,0.681133328054,0.0907334391845,1.22674264886,0.8772727273,0.57,8.0
"Mumbai(Bombay),India",0.105977687222,-0.556187431803,1.03964828015,-0.613038497764,0.992119929845,0.8581818182,0.5545454545,5.5
"SaoPaulo,Brazil",-0.130836221667,1.0038695351,-1.73069453071,2.34665458669,-0.615155333475,0.9136363636,0.3909090909,-3.0
"MEXICOCITY,Mexico",0.107958931667,3.99740339039,-0.89959168835,2.07369383723,-0.200728287474,0.8336363636,0.3763636364,-5.0
"Delhi,India",0.159466995556,-0.120970124282,1.74038205033,-1.39641847917,-0.457278363443,0.7136363636,0.2836363636,5.5
"Osaka,Japan",0.192742987778,-0.55988545604,0.0781763638099,-0.298703422807,-0.615155333475,0.8818181818,0.5072727273,9.0
"CAIRO,Egypt",0.166913442222,-0.51261602192,0.925575340197,0.12377822548,-0.615155333475,0.7754545455,0.1581818182,2.0
"Kolkata(Calcutta),India",0.125403588889,-0.538798531703,1.0722405482,-1.33346951311,-0.113018859652,0.9409090909,0.5718181818,5.5
"LosAngeles(CA),UnitedStates",0.189179078889,-0.389560651446,-0.443299930317,0.72582148741,-0.615155333475,0.8118181818,0.4381818182,-7.0
"Shanghai,China",0.173502311111,-0.534319052284,0.355210644,-0.627649250024,-0.615155333475,0.9581818182,0.6327272727,8.0
"MOSCOW,Russia",0.309754588889,-0.256615850549,-1.19292210256,0.414353948886,-0.615155333475,0.9554545455,0.5172727273,3.0
"BEIJING(PEKING),China",0.221690061111,-0.461234383831,0.110768631857,-1.03292582992,-0.297208657982,0.8990909091,0.2745454545,8.0
"BUENOSAIRES,Argentina",-0.192242691111,-0.507818148163,-2.46402057073,2.50341259412,-0.615155333475,0.88,0.4618181818,-3.0
"Guangzhou,China",0.128495055556,-0.529505762414,0.860390804104,-0.538483001127,2.78358499101,0.98,0.5954545455,8.0
"Shenzhen,China",0.125239422222,-0.566284562225,0.811502402033,-0.443854749462,0.599620240558,0.9390909091,0.7036363636,8.0
"Istanbul,Turkey",0.227823542222,-0.486401623703,-0.0358965761465,0.393325448516,-0.483591191983,0.7927272727,0.26,3.0
"RiodeJaneiro,Brazil",-0.127260259444,-0.500041004221,-0.736630346323,2.03505051312,-0.615155333475,0.8590909091,0.5445454545,-3.0
"PARIS,France",0.271425633333,-0.50076660728,-1.45366025052,0.177988047195,0.691715139723,0.9754545455,0.5236363636,2.0
"Karachi,Pakistan",0.138119234444,-0.547150485595,1.30853449423,-1.47944005006,-0.615155333475,0.705,0.53,5.0
"Nagoya,Japan",0.19545248,-0.537422299425,-0.19274686769,-0.550055435491,-0.615155333475,0.94125,0.6625,9.0
"Chicago(IL),UnitedStates",0.232656186667,-0.195754690832,0.224841570021,0.766786057555,-0.559459846842,0.7190909091,0.2954545455,-5.0
"Lagos,Nigeria",0.0362465516667,-0.543656261939,0.387802912047,0.944299495261,0.875904938053,0.9854545455,0.6754545455,1.0
"LONDON,UnitedKingdom",0.286151949444,-0.55104958389,-1.40477184845,-0.224420846065,-0.00118933944399,0.9636363636,0.5,1.0
"BANGKOK,Thailand",0.0764240605556,-0.550911218753,0.941871474221,-0.254188490781,4.29657261877,0.97,0.5281818182,7.0
"KINSHASA,DemRepofCongo",-0.024677395,0.315754421892,0.0944724978333,0.953448244754,-0.615155333475,0.9563636364,0.4863636364,1.0
"TEHRAN,Iran",0.198273319444,1.82445100348,0.567060388097,0.232334554162,-0.615155333475,0.38,0.05181818182,4.5
"LIMA,Peru",-0.066924295,-0.284107484893,-1.09514529842,1.06296031878,-0.615155333475,0.8872727273,0.6981818182,-5.0
"Dongguan,China",0.127892627778,-0.55476526069,0.811502402033,-0.443854749462,0.599620240558,0.9390909091,0.7036363636,8.0
"BOGOTA,Colombia",0.0261721588889,4.66252362112,-1.84476747067,2.96016799435,-0.615155333475,0.9272727273,0.3736363636,-5.0
"Chennai(Madras),India",0.0726815566667,-0.548400880263,1.34927483018,-0.898561823548,-0.615155333475,0.8009090909,0.3654545455,5.5
"DHAKA,Bangladesh",0.132279622222,-0.534605892051,1.12927701818,-0.659328535628,-0.615155333475,0.87,0.445,6.0
"Essen,Germany",0.285864684444,-0.401828178901,-1.42106798248,-0.0736711317977,-0.615155333475,0.9836363636,0.5781818182,2.0
"Tianjin(Tientsin),China",0.217134211111,-0.558076126315,0.0618802297865,-1.06638022136,-0.615155333475,0.86,0.3781818182,8.0
"HONGKONG,China-HongKong",0.1244246,0.0900305795798,0.811502402033,-0.443854749462,0.599620240558,0.9390909091,0.7036363636,8.0
"Taipei,Taiwan(ChinaROC)",0.139072052222,-0.545535934444,0.909279206174,-0.323555204952,-0.615155333475,0.8518181818,0.5109090909,8.0
"Lahore,Pakistan",0.175303367222,-0.125671175026,1.61001297635,-1.77493144077,-0.505518548697,0.5990909091,0.3045454545,5.0
"HoChiMinhCity(Saigon),VietNam",0.0601283272222,-0.557762023329,1.02335214613,-0.226059567058,-0.615155333475,0.9836363636,0.5481818182,7.0
"Bangalore,India",0.0720644372222,1.29942951728,0.0129918259237,0.278078301627,-0.0450440531138,0.9209090909,0.5245454545,5.5
"Hyderabad,India",0.0965835777778,0.466296253006,0.79520626801,-0.405757565545,-0.437543742401,0.7990909091,0.4081818182,5.5
"Johannesburg,SouthAfrica",-0.145578348889,3.02569606003,-2.17069015472,2.68229138232,-0.615155333475,0.86,0.3809090909,2.0
"BAGHDAD,Iraq",0.185071142778,-0.488049201554,1.44705163432,-0.760511070451,-0.615155333475,0.3490909091,0.1063636364,3.0
"Toronto,Canada",0.242517922222,-0.379579189087,-0.801814882417,0.85677166695,-0.411230914102,0.6945454545,0.2109090909,-4.0
"SANTIAGO,Chile",-0.185827165,0.54679083586,-2.67587031429,1.59263264485,-0.615155333475,0.9336363636,0.4436363636,-3.0
"KUALALUMPUR,Malaysia",0.0174389055556,-0.460344529815,0.681133328054,0.0467647975572,1.67406073041,0.9627272727,0.56,8.0
"SanFrancisco(CA),UnitedStates",0.209860719444,-0.535506384636,-1.14403370049,1.19008706634,-0.615155333475,0.7936363636,0.4281818182,-7.0
"Philadelphia(PA),UnitedStates",0.221958799444,-0.538027098145,-0.247746320243,0.82140563462,-0.398074499832,0.7136363636,0.3254545455,-4.0
"Wuhan,China",0.169961661111,-0.53604622724,0.371506778024,-0.771161855685,3.7703160528,0.9609090909,0.5172727273,8.0
"Miami(FL),UnitedStates",0.143120443333,-0.566257728897,0.84409467008,1.21739677977,1.17806391666,0.8863636364,0.5209090909,-4.0
"Dallas(TX),UnitedStates",0.182092578889,-0.285709790709,0.941871474221,0.684856917264,0.0922212012685,0.8463636364,0.46,-5.0
"MADRID,Spain",0.224537641111,0.758580213006,-0.655149674414,1.00560974033,-0.610769862132,0.6845454545,0.1990909091,2.0
"Ahmedabad,India",0.127902805556,-0.464201896677,1.85445499029,-1.11226065408,-0.615155333475,0.66,0.2527272727,5.5
"Boston(MA),UnitedStates",0.235333791667,-0.54596786045,-0.801814882417,0.534653343192,-0.537093942704,0.8090909091,0.3836363636,-4.0
"BeloHorizonte,Brazil",-0.110691676667,1.19559843042,-0.883295554326,2.24342387593,-0.615155333475,0.8309090909,0.4236363636,-3.0
"KHARTOUM,Sudan",0.0861147466667,0.221495622566,1.95223179443,0.0167240827429,-0.615155333475,0.4572727273,0.1718181818,3.0
"SaintPetersburg(Leningrad),Russia",0.332968223333,-0.531916577665,-1.63291772657,-0.231657954671,0.0843273527066,0.9263636364,0.3954545455,3.0
"Shenyang,China",0.232253883333,-0.463164582307,-0.508484468203,-0.943349825672,0.551380055304,0.9072727273,0.41,8.0
"Houston(TX),UnitedStates",0.165335703889,-0.537534860744,1.00705601211,0.766786057555,-0.097011889178,0.9381818182,0.4381818182,-5.0
"Pune,India",0.102891279444,0.578908174185,0.599652657937,-0.656051394049,-0.560336941207,0.73,0.4209090909,5.5
"RIYADH,SaudiArabia",0.137297509444,0.73703716166,2.22274762208,-0.0415412354716,-0.615155333475,0.123,0.062,3.0
"SINGAPORE,Singapore",0.00751157222222,-0.448982514555,0.876686938127,0.00675597275319,-0.615155333475,0.9081818182,0.6127272727,8.0
"WASHINGTON(DC),UnitedStates",0.216151068333,-0.522279064534,0.12706476588,0.930644638546,-0.359043804447,0.7309090909,0.3572727273,-4.0
"Yangon,Myanmar",0.0937003855556,-0.548940363626,0.599652657937,-0.368206672027,-0.615155333475,0.9836363636,0.7063636364,6.5
"Milan(Milano),Italy",0.252585677222,-0.316897071194,-0.752926480347,-0.0441765571787,0.288251772079,0.9254545455,0.4118181818,2.0
"Atlanta(GA),UnitedStates",0.187494418889,0.087837026598,0.583356522121,1.12181278276,0.0586723451821,0.7727272727,0.4081818182,-4.0
"Chongqing,China",0.164238944444,-0.0805515220557,0.387802912047,-0.695923533601,1.39558329725,0.8927272727,0.4936363636,8.0
"Alexandria,Egypt",0.173333846667,-0.548397285906,0.404099046071,0.170341333442,-0.615155333475,0.7981818182,0.2463636364,2.0
"Nanjing(Nanking),China",0.178112527778,-0.541141335322,0.25743383986,-0.696879429146,-0.303786864996,0.9672727273,0.4827272727,8.0
"Guadalajara,Mexico",0.114776104444,2.61913867689,-0.215154052196,1.39764106866,1.01843275814,0.88,0.3354545455,-5.0
"Barcelona,Spain",0.229917021667,-0.547099379748,-0.492188334179,0.566196093747,-0.483591191983,0.87,0.3581818182,2.0
"Chengdu,China",0.169848977778,0.425551023188,0.469283583957,-0.562788643076,-0.615155333475,0.9836363636,0.4527272727,8.0
"Detroit(MI),UnitedStates",0.235174594444,-0.194084566746,-0.296634722314,0.930644638546,-0.559459846842,0.7236363636,0.3709090909,-4.0
"ANKARA,Turkey",0.221852019444,1.26789408603,-0.752926480347,0.494068037071,-0.615155333475,0.7188888889,0.13,3.0
"Abidjan,CíÇted_Ivoire",0.0297775094444,-0.457283161502,0.387802912047,0.868105277631,1.62143507382,0.9736363636,0.6872727273,0.0
"ATHENS,Greece",0.211021164444,-0.421849987764,0.30632224193,0.283813374493,-0.549373262608,0.6254545455,0.2772727273,3.0
"BERLIN,Germany",0.291777814444,-0.493376361319,-1.40477184845,-0.167343487917,-0.615155333475,0.8936363636,0.4627272727,2.0
"Sydney,Australia",-0.188160109444,-0.517117916756,-1.56773319048,1.8511193273,-0.211691965831,0.8454545455,0.3536363636,10.0
"Monterrey,Mexico",0.142703412222,0.542416475149,0.591504590029,0.944094617586,-0.615155333475,0.97,0.475,-5.0
"Phoenix(AZ),UnitedStates",0.185824317222,0.11135096427,1.65890137842,-0.0798158098094,-0.615155333475,0.2636363636,0.09454545455,-7.0
"Busan(Pusan),SouthKorea",0.195441968333,-0.524773301633,-0.0521927101699,-0.438665816792,-0.615155333475,0.9536363636,0.6263636364,9.0
"Recife,Brazil",-0.0447086788889,-0.550752325177,0.208545435997,1.17533977903,-0.441929213743,0.8990909091,0.5818181818,-3.0
"Bandung,Indonesia",-0.038430355,0.864441414072,-0.00330430809968,0.943753204862,-0.395881764161,0.9481818182,0.4936363636,7.0
"PortoAlegre,Brazil",-0.166859150556,-0.528825095643,-2.62698191186,2.43227062391,-0.496747606012,0.9536363636,0.5554545455,-3.0
"Melbourne,Australia",-0.210075708889,-0.512349129755,-2.59438964345,1.96240650717,-0.141524423622,0.9354545455,0.5145454545,10.0
"LUANDA,Angola",-0.0491110422222,-0.40328116562,-0.00330430809968,0.861550994473,-0.615155333475,0.8981818182,0.5745454545,1.0
"Hangzhou(Hangchow),China",0.168189361111,-0.527776258239,0.387802912047,-0.614677068553,0.799159188829,0.9845454545,0.5654545455,8.0
"ALGIERS,Algeria",0.2041876,-0.48688060044,-0.378115394223,0.802561845235,-0.615155333475,0.8845454545,0.2963636364,1.0
"HíæNoi(HANOI),VietNam",0.116820913333,-0.5351774259,1.33297869616,-0.913855251053,-0.615155333475,0.9836363636,0.5363636364,7.0
"Montrí©al,Canada",0.252787160556,-0.493857821513,-0.915887822373,0.455045448934,-0.615155333475,0.7554545455,0.2981818182,-4.0
"Xi_an(Sian),China",0.190786527778,0.22065649953,0.599652657937,-0.764607572527,-0.615155333475,0.7345454545,0.2672727273,8.0
"PYONGYANG,NorthKorea",0.216884551667,-0.556989989424,-0.296634722314,-0.567840890493,0.211506022856,0.8981818182,0.4881818182,8.5
"Qingdao(Tsingtao),China",0.200372822222,-0.554814606456,-0.18256178415,-0.747675574233,-0.150295366549,0.9663636364,0.4845454545,8.0
"Surat,India",0.117612445,-0.538856144866,1.39816323225,-0.732108926427,-0.610769862132,0.7918181818,0.5545454545,5.5
"Fortaleza,Brazil",-0.0207325644444,-0.50811091344,0.518171986027,0.944982170505,-0.264317622428,0.8690909091,0.5472727273,-3.0
"Medellí_n,Colombia",0.0346900166667,2.46215850922,-0.215154052196,1.80633147538,-0.615155333475,0.8945454545,0.3081818182,-5.0
"Durban,SouthAfrica",-0.165881557778,-0.555467635157,-1.01366462651,1.59058446892,-0.610769862132,0.7163636364,0.3736363636,2.0
"Kanpur,India",0.146944016667,-0.29530631912,,,,,,
"ADDISABABA,Ethiopia",0.0498922411111,4.1289765807,-1.32329117654,2.05307494201,-0.615155333475,0.8390909091,0.4263636364,3.0
"NAIROBI,Kenya",-0.00717814388889,2.83769801711,-1.16521867526,2.07317488388,-0.615155333475,0.928,0.646,3.0
"Jeddah(Jiddah),SaudiArabia",0.118252259444,-0.534782204874,1.70778978228,-0.760101465305,-0.615155333475,0.6627272727,0.2181818182,3.0
"Naples(Napoli),Italy",0.226954303333,-0.5413045183,-0.3618192602,0.29364479923,-0.52306043431,0.8545454545,0.3736363636,2.0
"KABUL,Afghanistan",0.191974163333,3.10075892781,0.30632224193,0.537111274478,-0.615155333475,0.4018181818,0.1081818182,4.5
"Salvador,Brazil",-0.072072445,-0.433200062191,0.208545435997,1.46632510758,0.0602072600797,0.8554545455,0.5290909091,-3.0
"Harbin(Haerbin),China",0.254465416667,-0.325763795113,-0.866999420303,-1.08945689767,1.47671451806,0.9781818182,0.4963636364,8.0
"Kano,Nigeria",0.0666787744444,0.393571070968,0.66483719403,0.664511092138,-0.461663835027,0.8454545455,0.44,1.0
"Casablanca(Dar-el-Beida),Morocco",0.18651728,-0.472861627819,-0.622557406367,1.02472659981,-0.571300619564,0.8736363636,0.5709090909,1.0
"CAPETOWN,SouthAfrica",-0.188471491667,-0.538958112513,-2.18698628875,1.68644168622,-0.00118933944399,0.8990909091,0.4609090909,2.0
